d	m	y	h	i	Praha 8-Karlín	Praha 2-Legerova (hot spot)	Praha 1-n. Republiky	Praha 2-Riegrovy sady	Praha 5-Smíchov	Praha 10-Vršovice	Praha 9-Vysočany	Praha 4-Braník	Praha 8-Kobylisy	Praha 4-Libuš	Praha 5-Stodůlky	Praha 6-Suchdol	Praha 6-Břevnov	Praha 10-Průmyslová	Beroun	Kladno-střed města	Kladno-Švermov	Mladá Boleslav	Ondřejov	Příbram	Rožďalovice-Ruská	Tobolka-Čertovy schody	České Budějovice	Churáňov	Hojná Voda	Kocelovice	Prachatice	Tábor	Kamenný Újezd	Plzeň-Slovany	Plzeň-Bory	Plzeň-střed	Plzeň-Lochotín	Plzeň-Skvrňany	Plzeň-Doubravka	Plzeň - mobil 20.03.2013 Plzeň - Litice	Přimda	Cheb	Přebuz	Sokolov	Chomutov	Děčín	Doksany	Krupka	Lom	Litoměřice	Měděnec	Most	Rudolice v Horách	Sněžník	Teplice 	Tušimice	Ústí n.L.-Všebořická (hot spot)	Ústí n.L.-Kočkov	Ústí n.L.-město	Česká Lípa	Frýdlant	Liberec Rochlice	Souš	Hradec Králové-Brněnská	Hradec Králové-observatoř	Krkonoše-Rýchory	Polom	Trutnov - Tkalcovská	Moravská Třebová - Piaristická.	Pardubice-Rosice	Pardubice Dukla	Svratouch	Havl.Brod-Smetan.nám.	Jihlava	Jihlava-Znojemská	Kostelní Myslová	Košetice	Třebíč	Ždár nad Sázavou	Brno - Dětská nemocnice	Brno-Arboretum	Brno-Lány	Brno-Svatoplukova	Brno-Výstaviště	Brno-Zvonařka	Brno-Masná	Brno-Líšeň	Brno-Úvoz (hot spot)	Brno-Tuřany	Hodonín	Kuchařovice	Mikulov-Sedlec	Sivice	Mokrá	Znojmo	Jeseník-lázně	Olomouc-Hejčín	Olomouc-Šmeralova	Přerov	Prostějov	Otrokovice-město	Štítná n.Vláří	Těšnovice	Uherské Hradiště	Valašské Meziříčí	Zlín	Bílý Kříž	Červená hora	Český Těšín	Frýdek-Místek	Havířov	Horní Lomná	Karviná-ZÚ	Karviná	Ostrava-Českobratrská (hot spot)	Odry	Ostrava-Fifejdy	Ostrava-Mariánské Hory	Ostrava-Poruba, DD	Ostrava-Poruba/ČHMÚ	Ostrava-Přívoz	Ostrava-Radvanice ZÚ	Ostrava Radvanice OZO	Orlová	Opava-Kateřinky	Ostrava-Zábřeh	Rýmařov	Studénka	Třinec-Kanada	Třinec-Kosmos	Věřňovice
28	11	2015	1	37				1.3						4.8		1.3					4.5						5.6	5.6						1.3		3.5	4.8	4.5	14.6	9.3			3.2	3.2			5.1	37.5	3.5	6.4	5.9			12.0	11.5	1.3		8.3	4.0		5.9	3.5								3.7	6.7			5.1			2.9					30.9							20.5				22.1			3.5			18.6				10.7				1.3		16.5			21.0		13.3		22.6		29.6		12.2	13.8	20.0	22.4			18.9	16.5	11.7
28	11	2015	2	31										5.9		1.3					6.1						3.7	6.1						1.3		3.7	4.8	4.5	13.0	9.1			2.9	3.2					3.2	6.7	6.1			9.9	11.7	1.3		6.4			4.3	3.7								3.7	5.3			4.8			2.9					24.5							14.6			12.0	14.4			3.7			24.8							4.8	1.3		16.0			14.1		15.2		28.8	15.2	26.1		10.9	13.3	19.2	21.8			14.9	16.2	11.7			12.5
28	11	2015	3	30				1.3						5.9		1.3					4.8						5.3							1.3		3.5	4.8	3.5	13.6	9.6			1.3				6.1	34.4	1.3	7.2				25.3	16.5	1.3		6.4	4.5		4.0	3.5								1.3	4.8						2.9					18.4										12.2	9.6			1.3			20.2				7.7			4.3	1.3		15.2			16.8		14.6		29.8	17.0	24.2		10.9	14.9	18.9	21.0			14.4	12.5	11.7			9.1
28	11	2015	4	30				1.3						5.1		1.3					6.7						5.1	6.9						1.3		3.7	3.5	1.3	11.2	8.8			1.3	1.3			5.6	14.1	1.3						16.0	1.3		8.0	4.0		3.7	2.9								1.3	4.5			5.9			1.3					12.0							10.7			12.8	6.1			1.3			14.6				8.0			3.2	1.3					5.6		15.2		28.8	17.3	23.7		11.2	14.9	20.2	21.8			13.0		10.7			9.1
28	11	2015	5	30				1.3						4.5		1.3					5.3						4.8	6.4						1.3		3.7		1.3	10.9	8.3			1.3	1.3			7.5	21.6		8.3	1.3			23.4	10.7	1.3		10.4	5.3		5.6	2.9								1.3	3.7			5.1			1.3					9.9							10.4			16.8	3.5			1.3			10.7				9.1			3.7	1.3		6.1			19.4		13.8		20.0	17.3	21.3		10.9	14.6	18.9	22.6			12.5	13.8	11.5			8.8
28	11	2015	6	30				1.3								1.3											4.8	6.7						1.3			4.0	1.3	11.5	8.5			1.3	1.3			6.4	16.0	3.5	7.2				19.4	10.4	1.3			8.5		6.4	3.2								1.3	3.2			4.3			1.3					9.1							6.4			15.7	2.9			1.3			11.2				10.4			7.2	1.3		6.4			13.3		13.0		18.6	13.3	19.7		10.4	14.4	25.8	30.1			11.2		11.2			11.2
28	11	2015	7	31				1.3						2.7		1.3					1.3						4.5	8.3						1.3		3.2	3.2	1.3		8.0			1.3	1.3			6.4	70.0	9.6	6.7	1.3			23.4	11.7			7.7	6.7		6.7	4.0								1.3	3.2			4.8			1.3					9.6							3.7			15.7	3.5			1.3			11.2				14.6			6.1	3.2		6.9			27.7		15.7		18.9	12.5	18.9		9.6	12.5	17.3	22.9			10.1	13.6	11.2			12.8
28	11	2015	8	27				1.3						3.5		1.3					2.9						4.8	5.9						1.3		2.9	3.7	1.3	11.2	8.3			1.3	1.3			5.1	70.8	7.7	6.9	1.3			26.9	13.0	1.3		6.9	6.7		5.6	4.5								1.3	3.2			4.0			1.3					8.5							1.3			14.9	3.5			1.3			12.2				9.9			5.6	1.3		6.9			20.8		12.5		17.6	11.7	17.6		9.3	14.9	20.8	20.0			8.8	12.0	11.7			16.0
28	11	2015	9	26				1.3						3.7		1.3					2.9						4.8	5.3						1.3		4.0	3.2	1.3	16.2	8.5			1.3	1.3			4.3	52.2	6.9	9.1	1.3			15.4	23.7	1.3		5.6	9.1			5.9								1.3				5.3			1.3					9.6							2.9			16.2	3.2			1.3			10.7				7.7			8.8	1.3		4.8			32.0		10.9		14.4	12.2	17.6		10.7	12.5	17.0	18.6			9.3	17.0	11.5			14.4
28	11	2015	10	26				1.3						3.2		1.3					3.5							6.9						1.3		4.0	3.7	2.9	18.9	9.1				1.3			6.9	47.7	10.1	22.4	1.3			8.5	23.2	1.3		8.5	10.7		5.1	5.6								5.3	6.9			5.3			1.3					10.9							4.0			11.5	4.0			1.3			8.5				6.4			11.2	1.3		5.6			11.7		12.2		15.2	12.0	17.8		8.3	12.2	21.3	18.4			9.9	5.6	10.4			17.8
28	11	2015	11	49				1.3						3.7		1.3					3.5						5.9	2.4						1.3		4.0	3.7		16.5	8.0			1.3	5.1			6.1	28.8	8.8	12.5	1.3			11.2	21.0	1.3		12.0	13.8		5.3	4.5								5.3	7.5			4.8			1.3					11.2							4.3			9.3	5.1			1.3			11.7				5.6			8.5	2.9		6.7			5.6		12.0		14.4	11.2	17.0			9.6	45.5	22.6				12.0	11.2			16.2
28	11	2015	12	49				1.3						3.2		1.3					3.2						5.1	7.2								3.7	2.9	1.3	25.6	8.5			1.3	1.3			4.8	27.4	33.0	9.6	1.3			12.5	16.0	1.3		7.2	13.0		1.3	4.0								5.6	6.7			4.5			1.3					9.9							3.2			7.7	4.0			4.5							3.2			5.6	1.3		5.9			15.7		14.1		5.6	10.7	18.1		8.3	9.6	33.6	36.7			10.4	14.1	9.9			18.1
28	11	2015	13	49				1.3						1.3		1.3					3.7						4.8	6.1						1.3		2.7	3.5	1.3	17.3	7.7			1.3	1.3			3.7	30.1	35.2	10.1	1.3			13.3	10.7	1.3		5.6	11.2		1.3	4.3								4.5	6.4			4.0			1.3					10.7							1.3			6.9	3.7			3.2			4.5				2.7			4.3	1.3		6.7			13.6		15.2		5.6	10.1	17.0		6.7	9.1	64.4	45.5			8.8	12.8	7.7			21.0
28	11	2015	14	26				1.3						1.3		1.3					2.9						5.1	5.6						1.3		1.3	3.7	1.3	11.5	8.0			1.3	3.2			4.0	44.7	20.8	7.7	1.3			33.6	32.8	1.3		11.5	7.7		4.5	4.3								4.3	5.6			4.0			1.3					9.6							1.3			6.9	3.7			1.3			3.2				1.3			4.0			19.4			14.6		15.4		5.6	1.3	15.4		4.8	7.7	62.8	24.2			6.1	5.6	5.9			14.1
28	11	2015	15	26				1.3						1.3		1.3					2.7						4.5	6.9						1.3		1.3	3.5	1.3	12.5	7.7			1.3	8.8			3.5	40.2	7.5	7.2	1.3			8.0	20.5	1.3		24.2	16.5		4.0	4.3								5.1	5.3			4.3			1.3					9.3							1.3			6.9	3.5			1.3			4.0				4.8			4.0	1.3		10.4			15.4		11.5		5.6	6.9	13.0		1.3		50.1	22.9			4.3	5.6	4.8			9.6
28	11	2015	16	27				1.3						1.3		1.3					2.9						4.8	5.9						1.3		4.8	3.2	1.3	11.2	8.0			1.3	20.5			4.8	12.0	5.1	8.3	1.3			1.3	10.1	1.3		14.9	17.8		4.0	4.3								3.5	6.1			4.0			1.3					9.3							1.3			6.7	3.2			1.3			3.7				1.3			4.8	1.3		5.1			16.5				5.6	5.6	12.2		2.9	5.3	47.9	14.1			3.5	5.6				7.7
28	11	2015	17	27				1.3						1.3		1.3					5.9				4.3		5.9	6.4						1.3		4.5	3.2	1.3	10.1	7.2			1.3	26.6			7.2	1.3	1.3	8.0	1.3			1.3	9.9	1.3		9.3	9.6		2.9									1.3	5.3			3.5			1.3					9.1							1.3			7.2	3.2						2.9				1.3			9.6	5.3		2.7					14.6		5.6	3.2	10.9		1.3	1.3	45.8	12.5			1.3	5.6	2.9			6.1
28	11	2015	18	49				1.3						1.3		1.3					4.5				5.3		4.8	5.9						1.3		3.7	3.2	1.3	9.9				1.3	18.6			6.9	1.3		9.1	1.3			1.3	5.9	1.3		6.7	6.7		3.5	4.5								1.3	4.5			2.7			1.3					8.0							1.3			6.7	3.2			1.3			4.0				1.3			8.0	1.3		1.3			20.2		8.8		5.6	4.3	5.6		1.3	1.3	49.3	12.0			1.3	5.6	3.5			9.3
28	11	2015	19	26				1.3						2.9		1.3					3.7				8.0		4.3	5.9						1.3		4.5	3.5	1.3	9.9	8.3			1.3	20.8			6.9	1.3	1.3	8.3	1.3			1.3		1.3		3.2	5.6		3.2	3.2								1.3	6.1			3.7			1.3					8.3							1.3			6.4	3.2			1.3			3.2				1.3			5.9	1.3		1.3			13.0		18.4		5.6	4.0	5.6		4.5	3.5	22.1	12.2			1.3	13.6	6.7			18.9
28	11	2015	20	26				1.3						1.3		1.3					6.9				8.3		4.0	5.3						1.3		5.1	3.5	1.3	10.4	7.7			1.3	16.5			5.1		4.5	6.7	1.3			1.3	4.8	1.3		1.3	6.1		4.5	1.3								1.3	4.8			3.5			1.3					9.9							1.3			6.9	3.2			1.3			3.7				1.3			4.3	1.3		1.3			12.0		9.1		5.6	4.0	5.6		10.7	5.3	23.4	14.4			2.9	13.3	4.5			23.2
28	11	2015	21	26				1.3						1.3		1.3					5.9				7.7		4.3	5.6						1.3		4.5	3.2	2.7	10.1	8.5			1.3	19.4			5.1	1.3	10.4	7.5	1.3			1.3	7.7	1.3		2.9	9.3		5.1	2.9									5.3			3.2			1.3					8.0							1.3			6.7	3.2			1.3			1.3				3.5			4.0	1.3		1.3			17.8		6.7		5.6	3.2	11.5		3.2	1.3	22.6	15.2			2.9	11.2	4.0			11.2
28	11	2015	22	26				1.3						2.7		1.3					6.1				5.9		4.8	5.3						1.3		2.7	3.2	1.3	11.2	8.8			1.3	4.5			3.7	1.3	12.0	6.7	1.3			1.3	10.9	1.3		4.3	5.1		5.3	1.3								3.2	4.8			3.5			1.3					8.0							1.3			6.7	4.0			1.3			1.3				1.3			1.3	1.3		1.3			20.8		11.7		5.6	1.3	10.9		1.3	1.3	18.9	12.2			1.3	5.6	3.2			14.6
28	11	2015	23	49				1.3						2.9		1.3					4.5				6.9		5.1	6.1						1.3		1.3	3.2	2.9	11.5	8.3			1.3	4.5			3.2	4.8	6.1	7.7	1.3			1.3	11.5	1.3		5.6	4.0		1.3	1.3								1.3	5.9			3.2			1.3					7.2							1.3			6.1	3.7			1.3			1.3				1.3			1.3	1.3		1.3			16.2		9.9		5.6	1.3	5.6		1.3	1.3	29.8	5.6			1.3	5.6	1.3			10.4
29	11	2015	0	26				1.3						3.5		1.3					4.5				4.8		4.5	5.6						1.3	2.9	2.9	3.5	1.3	11.5	8.5			1.3	4.5			4.0	12.0	5.3	7.2	1.3			5.9	8.8	1.3		8.5	4.5		1.3	3.2								1.3	4.3			3.2			1.3					6.7							1.3			6.1	3.7			1.3			2.9				1.3			1.3	4.0		1.3			17.8		9.3		5.6		5.6		1.3	1.3	31.2	5.6			1.3	5.6	2.7
29	11	2015	1	38										3.5		1.3					5.6				5.1		4.5	6.4						1.3	1.3	3.2	3.2	1.3	12.2	8.5			1.3	5.6				4.8	5.1	8.3	1.3			10.7	7.7			6.1			2.9	4.3								1.3	3.2			3.2			1.3					6.7							1.3				3.5			1.3			1.3				1.3				1.3		1.3			21.8		8.0		5.6		5.6		1.3	1.3	41.0	11.2			1.3	5.6	2.9			3.7
29	11	2015	3	30				1.3						2.9		1.3					3.5				1.3		4.0	6.7						1.3	1.3	1.3	2.9	1.3	13.3	8.0			1.3	1.3			4.3	12.8	1.3	6.9	1.3				12.8	1.3		27.2	8.3		4.5	3.5								1.3	3.5						1.3					5.9										6.1	2.9			1.3			1.3				1.3			1.3	1.3					23.2		5.6		5.6		5.6		1.3	1.3	25.3	12.5			1.3	11.2	2.7			3.7
29	11	2015	4	30				1.3						1.3		1.3					3.2				3.2		4.0	5.6						1.3	2.7	1.3		1.3	10.7	8.0			1.3	1.3			2.7	29.0	11.5		1.3			12.8	13.3	1.3		26.1	5.9		3.2	3.7								1.3	4.0			3.2			1.3					5.9							1.3			6.1	2.9			1.3			1.3				1.3			1.3	1.3		1.3			22.1		8.0		5.6		5.6		1.3	1.3	34.1	11.2			1.3	5.6	1.3			7.7
29	11	2015	5	31				1.3								1.3									3.2		4.0	6.1						1.3	1.3		21.0	1.3	10.1	7.5			1.3	1.3			3.5	38.1		6.7				9.6	13.6	1.3			6.9		1.3									1.3	2.7			3.2			1.3					7.2							1.3			6.4	2.9			1.3			1.3				1.3			1.3	1.3		1.3			27.7		5.9		5.6		5.6		1.3	1.3	69.8	11.5			1.3	5.6	1.3			8.8
29	11	2015	6	31				1.3						1.3		1.3					3.2				3.5		3.7	6.4						1.3	1.3	1.3	19.4	1.3		7.2			1.3	1.3			2.9	30.9	11.7	6.4	1.3			9.6	17.8			24.8	11.2		2.9									1.3	2.9			3.2			1.3					7.5							1.3			6.9	2.9			1.3			1.3				1.3			1.3	1.3		1.3			21.8		7.7		5.6		5.6		1.3	1.3	44.2	11.5			1.3		1.3			6.7
29	11	2015	7	31				1.3						2.7		1.3					3.7				4.8		3.5	4.8						1.3	1.3	1.3	18.4	1.3	9.6	8.0			1.3	1.3			1.3	34.4	37.3	6.4	1.3			7.2	10.9			30.9	8.3		1.3									1.3	3.7			2.9			1.3					5.9							1.3			5.6	2.9			1.3			1.3				1.3			1.3	1.3		1.3			18.4		9.1		5.6		5.6		1.3	1.3	32.2	24.8			1.3	5.6	2.7			4.3
29	11	2015	8	27				1.3						2.9		1.3					4.0				4.3		3.5	4.3						1.3	1.3	1.3	16.2	1.3	11.5	8.3			1.3	1.3			1.3	22.1	31.2	7.7	1.3			9.6	5.9			3.5	7.2		3.5									1.3				2.9			1.3					6.4							1.3			5.1	2.9			1.3			1.3				1.3			1.3	1.3		1.3			34.1		6.4		5.6		11.7		1.3	1.3	31.4	27.4			4.0	5.6	1.3			4.5
29	11	2015	9	26				1.3						1.3		1.3					4.0				4.0			2.9						1.3	1.3	1.3	15.4	1.3	18.6	7.5				1.3			1.3	18.9	46.9	6.9	1.3			12.8	5.1			1.3	4.8											1.3	2.7			2.9			1.3					6.7							1.3			6.1	3.5			1.3			1.3				1.3			1.3	1.3		1.3			38.6		5.3		5.6		11.5		1.3	1.3	47.7	32.2			3.7		1.3			5.3
29	11	2015	10	26				1.3						1.3		1.3					3.5				4.0		3.7	5.9						1.3	1.3	1.3	13.8		19.2	7.5			1.3	1.3			1.3	21.8	74.6	6.4	1.3			13.3	10.9			1.3	6.4		2.9									1.3	1.3			1.3			1.3					7.2							1.3			6.1	3.7			1.3			1.3				1.3			3.2	1.3		1.3					4.8		5.6		5.6			1.3	68.2	36.2				5.6	1.3			4.8
29	11	2015	11	26				1.3						1.3		1.3					3.2				4.3		4.0	6.1							1.3	1.3	13.6	1.3	22.9	7.2			1.3	1.3			1.3	40.2	47.1	6.1	1.3			48.7	20.2			9.6	9.3		2.7									3.5	2.7			1.3			1.3					6.4							1.3			6.1	3.2			1.3							1.3			1.3	1.3		1.3			5.6		4.3		5.6	6.9	5.6		1.3	1.3	66.6	57.0			2.9	5.6	2.9			3.7
29	11	2015	12	26				1.3						1.3		1.3					2.9				4.0		4.5	5.3						1.3	2.9	1.3	12.0	1.3	25.3	7.7			1.3	1.3			2.9	21.8	36.5	8.5	1.3			50.3	29.6			23.2	15.4		2.7									1.3	3.2			3.2			1.3					7.2							1.3			5.9	3.2			1.3			1.3				1.3			1.3	1.3		1.3			19.4		7.2		5.6	6.4	5.6		1.3	1.3	82.0	21.3			1.3	5.6	2.7			4.3
29	11	2015	13	49				1.3						1.3		1.3									4.0		4.0	6.7						1.3	1.3	1.3	11.5	1.3	24.0	8.3			1.3	1.3			2.9	10.9	36.0	12.5	1.3			39.1	33.0	2.7		28.8	20.2		1.3									1.3	2.9			3.2			1.3					8.5							1.3			6.7	3.2			1.3			1.3				1.3			1.3			1.3			23.2		6.9		5.6	6.7	5.6		1.3	1.3	85.7	17.8			1.3	5.6	1.3			3.5
29	11	2015	14	26				1.3						1.3		1.3									3.7		3.7	5.9						1.3	1.3	1.3	10.4	1.3	25.6	6.9			1.3	1.3			1.3	27.7	39.4	9.1	1.3			37.3	24.8	4.5		29.6	19.2		1.3									1.3	3.5			3.2			1.3					8.3							1.3			6.7	3.5			1.3			1.3				1.3			2.9	1.3		1.3			21.3		10.4		5.6	5.9	5.6		1.3		84.7	12.8			1.3	5.6	1.3			1.3
29	11	2015	15	49				1.3						2.7		1.3											4.0	6.4						1.3	1.3	1.3	9.9	1.3	22.6	7.5			1.3	1.3			2.9	15.4	26.6		1.3			26.9	18.9	5.6		25.6	16.8		1.3									1.3	3.5			2.9			1.3					6.7							1.3			6.1	2.9			1.3			1.3				1.3			2.9	1.3		1.3			16.0				5.6	6.1	5.6		1.3	1.3	96.7	18.6			1.3	5.6				1.3
29	11	2015	16	49				1.3						2.9		1.3									4.0		4.0	5.3						1.3	1.3	1.3	9.3	1.3	19.4	8.0			1.3	1.3			2.9	17.6	27.7	6.9	1.3			22.9	16.5	3.5		21.3	14.9		1.3									1.3	1.3			1.3			1.3					8.5							1.3			6.1	2.9						1.3				1.3			1.3	1.3		1.3			16.5		17.6		5.6	6.1	5.6		1.3	1.3	79.6	14.4			1.3	5.6	1.3			3.2
29	11	2015	17	27				1.3						2.7		1.3									3.2		4.0	5.9						1.3	1.3	1.3	8.5	1.3	25.0				1.3	1.3			3.2	19.4	29.6	6.7	1.3			23.2	12.8	3.2		23.4	18.9		1.3									1.3	1.3			2.9			1.3					8.5							1.3			6.1	2.9			1.3			1.3				1.3			1.3	1.3		1.3			18.4		9.3		5.6	5.9	5.6		1.3	1.3	73.0	15.7			1.3	5.6	1.3			1.3
29	11	2015	18	27				1.3						1.3		1.3									3.5		4.0	5.6						1.3	2.7	1.3	8.3	1.3	17.6	7.7			5.3	1.3			3.2	14.4	23.4	9.6	1.3			23.4		3.7		23.4	17.3		1.3									1.3	1.3			2.9			1.3					6.7							1.3			6.4	2.9			1.3			1.3				1.3			1.3	1.3		1.3			18.4		9.3		5.6	5.9	5.6		1.3	1.3	75.9	14.6			1.3	5.6	1.3			3.5
29	11	2015	19	26				1.3						2.7		1.3					5.3				4.5		4.3	5.3						1.3	2.7	1.3	7.7	1.3	20.8	8.0			1.3	1.3			3.5		33.3	7.7	1.3			18.9	15.4	4.0		29.8	12.0		1.3									1.3	3.2			2.7			1.3					8.5							1.3			6.1	2.9			1.3			1.3				1.3			1.3	1.3		1.3			17.8		13.3		5.6	6.4	5.6		1.3	1.3	78.0	12.8			1.3	5.6	1.3			1.3
29	11	2015	20	49				1.3						2.9		1.3					5.3				4.5		4.5	5.1						1.3	2.9	1.3	7.2	1.3	15.4	7.7			1.3	1.3			3.7	18.4	14.6	8.5	1.3			10.1	19.4	4.8		20.2	15.2		3.2										3.7			3.2			1.3					6.7							1.3			5.9	2.9			1.3			1.3				1.3			3.7	1.3		1.3			20.2		13.3		5.6	6.1	5.6		1.3	1.3	71.6	11.7			1.3	5.6	1.3			1.3
29	11	2015	21	26				1.3						2.9		1.3					4.5				3.5		4.3	4.3						1.3	2.9	1.3	7.5	1.3	23.7	7.2			3.5	1.3			3.7	29.8	32.0	9.6	1.3			8.8	20.8	4.3		16.2	14.9		2.7									1.3	1.3			2.9			1.3					6.7							1.3			6.1	2.9			1.3			1.3				1.3			5.6	1.3		1.3			22.6		13.3		5.6	5.6	5.6		1.3	1.3	70.8	11.7			1.3	5.6	1.3			3.5
29	11	2015	22	26				1.3						2.7		1.3					3.7				3.5		4.0	5.9						1.3		1.3	6.4	1.3	24.8	7.7			1.3	1.3			3.5	23.7	13.3	8.8	1.3			9.3	21.3	1.3		20.5	10.1		1.3									1.3	1.3			1.3			1.3					6.4							1.3			5.6	2.7			1.3			1.3				1.3			1.3	1.3		1.3			19.2		16.5		5.6	5.6	5.6		1.3	1.3	79.1	12.0			1.3	5.6	1.3			3.7
29	11	2015	23	27				1.3						2.7		1.3					3.5				4.0		4.3	4.5						1.3	3.5	1.3	6.4	1.3	24.2	7.7			1.3	3.2			3.7	13.8	9.9	8.8	1.3			9.9	16.0	1.3		36.2	8.5		1.3									1.3	2.7			3.2			1.3					9.6							1.3			5.9	1.3			1.3			1.3				1.3			2.7	1.3		1.3					12.5		5.6		5.6		1.3	1.3	72.4	13.3			1.3	5.6	1.3
30	11	2015	0	26										1.3		1.3					2.9				4.3		4.0	5.3						1.3	2.9	1.3	5.6	1.3	20.5	8.3			1.3	10.7				5.3	7.5	7.2	1.3			10.7	14.1	1.3		17.8			2.9									1.3	4.0			3.2			1.3					5.9							1.3			6.4	1.3			1.3			1.3				1.3			1.3	1.3		1.3			20.5		11.2		5.6	1.3	5.6		1.3	1.3	86.8	13.6			1.3	5.6	1.3
30	11	2015	1	37				1.3						1.3		1.3					1.3				3.5		4.0							1.3	2.7	1.3	5.6	1.3	14.1	7.5			1.3				1.3	1.3	1.3	6.7	1.3			7.7	8.3	1.3		16.0	8.5		2.7									1.3	4.5			3.2			1.3					8.0							1.3				1.3			1.3			1.3				1.3				1.3		1.3			20.5		14.9		5.6	1.3	5.6		1.3	1.3	72.2	12.8			1.3	11.5	1.3
30	11	2015	2	30				1.3						2.7		1.3					1.3				3.7		3.7	5.3						1.3	2.7	5.3	5.3	1.3	10.4	8.3			1.3	27.7			1.3	1.3	2.9	8.5	1.3				4.3	1.3		10.7	12.8		2.9									1.3	4.3			2.9			1.3					7.2							1.3			6.4	1.3			1.3			1.3							1.3	1.3					18.9		8.3		5.6	1.3	5.6		1.3	1.3	81.2	12.2			1.3	12.0	1.3
30	11	2015	3	30				1.3						3.2		1.3					1.3				1.3		3.7	6.1						1.3	1.3	6.4		1.3	10.1	8.5			4.8	46.6			1.3	1.3	19.4	8.5	1.3			1.3	8.5	1.3		7.7	13.3		1.3									1.3	2.7						1.3					8.5										6.1	1.3			1.3			1.3				1.3			1.3	1.3		1.3			21.8		9.9		5.6	1.3	5.6		1.3	1.3	80.4	14.1			1.3	12.0	1.3
30	11	2015	4	30				1.3								1.3									2.9		4.0	5.1						1.3	1.3		31.7	1.3	9.6	8.0			1.3	9.9			2.9	1.3	1.3					1.3	4.8	1.3			5.3		2.9									1.3	2.9			3.2			1.3					8.3							1.3			6.7	2.9			1.3			1.3				1.3			1.3	1.3		1.3			23.2		11.5		5.6	1.3	5.6		1.3	1.3	70.3	12.8			1.3	11.5	1.3
30	11	2015	5	30				1.3						1.3		1.3					1.3				4.0		4.0	5.9						1.3	1.3	12.2	30.6	1.3		8.0			1.3	2.9			3.7	1.3		6.7	1.3			1.3	3.7	1.3		1.3	10.9		2.9									1.3	3.2			3.2			1.3					9.6							1.3			6.4	1.3			1.3			1.3				1.3			1.3	1.3		1.3			23.2		7.7		5.6	2.9	5.6		1.3	1.3	71.1	13.0			1.3	11.2	1.3
30	11	2015	6	30				1.3						2.7		1.3					1.3				4.5		4.3	5.9						1.3	1.3	13.3	26.1	1.3	9.3	8.3			1.3	1.3			3.2	1.3	1.3	7.2	1.3			1.3	4.0	1.3		1.3	2.9		6.7									1.3	2.7			3.2			1.3					8.0							1.3			6.7	1.3			1.3			1.3				1.3			1.3	1.3		1.3			18.6		7.7		5.6	3.2	5.6		1.3	1.3	44.7	17.8			1.3	12.8	1.3
30	11	2015	7	30				1.3						2.7		1.3					1.3				4.8		4.0	5.1						1.3	1.3	4.5	25.8	1.3	10.1	7.5			1.3	1.3			2.9	1.3	1.3	6.7	1.3			1.3	2.9	1.3		1.3	1.3		6.4									1.3				3.2			1.3					8.3							1.3			6.4	384.3			1.3			1.3				1.3			1.3	1.3		1.3			18.1		5.3		5.6	5.9	11.2		1.3	10.4	23.7	12.2			1.3	12.5	1.3
30	11	2015	8	26				1.3						1.3		1.3					1.3				4.0			5.3						1.3	1.3	1.3	21.8	1.3	10.7	8.5			1.3	1.3			3.2	1.3	1.3	6.4	1.3			1.3	3.5	1.3		1.3	16.0		9.1									1.3	3.2			2.9			1.3					7.5							1.3			6.7				1.3			1.3				1.3			1.3	1.3		1.3			16.2		1.3		5.6	7.7	5.6		1.3	8.8	13.8	15.2			1.3	16.0	1.3
30	11	2015	9	25				1.3						1.3		1.3					2.9				3.5		3.5	5.3						1.3	1.3	1.3	21.3		10.4	7.7				4.0			2.9	1.3	1.3	6.1	1.3			1.3	3.5	1.3		1.3	3.5											1.3	3.2			2.9			1.3					8.0							1.3			6.4	1.3			1.3			1.3				1.3			1.3	1.3		1.3			18.1		3.5		5.6	8.5	11.7			4.0	13.0	25.0				15.4	1.3
30	11	2015	10	26				1.3						1.3		1.3					1.3				4.5		4.0	4.8							2.7	1.3	18.6	1.3	10.9	8.3			1.3	5.3			4.0	1.3	1.3	6.1	1.3			1.3	3.5	1.3		1.3	1.3		8.5									1.3	3.2			2.9			1.3					7.7							1.3			6.1	1.3			1.3							1.3			1.3	1.3		1.3			16.2		15.2		5.6	4.3	11.5		1.3	10.9	43.9	13.6			1.3	16.8	1.3
30	11	2015	11	26				1.3						1.3		1.3					2.9				4.8		4.0	3.2						1.3	1.3	2.9	18.4	1.3	10.1	8.3			1.3	3.5			5.1	1.3	1.3		1.3			1.3	2.9			1.3	4.8		5.6	1.3								1.3	5.3			1.3			1.3					8.0							1.3			5.6	1.3			1.3			1.3				1.3			2.7	1.3		1.3			18.6		13.8		5.6	11.7	5.6		1.3		34.9	13.8			1.3	15.4	1.3
30	11	2015	12	48				1.3						2.9		1.3					3.2				6.4		4.3	5.3						1.3	2.7	2.9	15.4	1.3	10.4	9.1			1.3	2.9				1.3	1.3		1.3			1.3	2.9	1.3		1.3	4.5		1.3									2.7	4.3			3.2			1.3					7.5							1.3			5.3	1.3			1.3			1.3				1.3			1.3			1.3			17.3		5.6		5.6	21.3	5.6		1.3		18.6	14.1			1.3	13.8	1.3
