d	m	y	h	i	Praha 8-Karlín	Praha 2-Legerova (hot spot)	Praha 1-n. Republiky	Praha 2-Riegrovy sady	Praha 5-Smíchov	Praha 10-Vršovice	Praha 9-Vysočany	Praha 4-Braník	Praha 8-Kobylisy	Praha 4-Libuš	Praha 5-Stodůlky	Praha 6-Suchdol	Praha 6-Břevnov	Praha 10-Průmyslová	Beroun	Kladno-střed města	Kladno-Švermov	Mladá Boleslav	Ondřejov	Příbram	Rožďalovice-Ruská	Tobolka-Čertovy schody	České Budějovice	Churáňov	Hojná Voda	Kocelovice	Prachatice	Tábor	Kamenný Újezd	Plzeň-Slovany	Plzeň-Bory	Plzeň-střed	Plzeň-Lochotín	Plzeň-Skvrňany	Plzeň-Doubravka	Plzeň - mobil 20.03.2013 Plzeň - Litice	Přimda	Cheb	Přebuz	Sokolov	Chomutov	Děčín	Doksany	Krupka	Lom	Litoměřice	Měděnec	Most	Rudolice v Horách	Sněžník	Teplice 	Tušimice	Ústí n.L.-Všebořická (hot spot)	Ústí n.L.-Kočkov	Ústí n.L.-město	Česká Lípa	Frýdlant	Liberec Rochlice	Souš	Hradec Králové-Brněnská	Hradec Králové-observatoř	Krkonoše-Rýchory	Polom	Trutnov - Tkalcovská	Moravská Třebová - Piaristická.	Pardubice-Rosice	Pardubice Dukla	Svratouch	Havl.Brod-Smetan.nám.	Jihlava	Jihlava-Znojemská	Kostelní Myslová	Košetice	Třebíč	Ždár nad Sázavou	Brno - Dětská nemocnice	Brno-Arboretum	Brno-Lány	Brno-Svatoplukova	Brno-Výstaviště	Brno-Zvonařka	Brno-Masná	Brno-Líšeň	Brno-Úvoz (hot spot)	Brno-Tuřany	Hodonín	Kuchařovice	Mikulov-Sedlec	Sivice	Mokrá	Znojmo	Jeseník-lázně	Olomouc-Hejčín	Olomouc-Šmeralova	Přerov	Prostějov	Otrokovice-město	Štítná n.Vláří	Těšnovice	Uherské Hradiště	Valašské Meziříčí	Zlín	Bílý Kříž	Červená hora	Český Těšín	Frýdek-Místek	Havířov	Horní Lomná	Karviná-ZÚ	Karviná	Ostrava-Českobratrská (hot spot)	Odry	Ostrava-Fifejdy	Ostrava-Mariánské Hory	Ostrava-Poruba, DD	Ostrava-Poruba/ČHMÚ	Ostrava-Přívoz	Ostrava-Radvanice ZÚ	Ostrava Radvanice OZO	Orlová	Opava-Kateřinky	Ostrava-Zábřeh	Rýmařov	Studénka	Třinec-Kanada	Třinec-Kosmos	Věřňovice
20	11	2015	15	25	12.0	3.0	11.0	3.0	9.0	4.0	4.0	10.0	2.0	5.5	3.0	1.0	8.0	5.0	2.0	1.0	3.0	8.0		6.0	3.0		1.0		1.0		2.0	3.0	1.0	3.0	2.0	3.0	3.0	3.0	5.0	13.0		1.0		1.0	3.0	10.0		4.0	3.0	1.0	1.0	2.0	1.0		3.0	3.0	8.0	1.0	3.0	3.0		3.0		8.0			5.0	6.0	5.0				3.0	1.0	5.0		1.0		3.0	3.0	1.2	3.1	13.9	5.1	10.9	12.0	5.0	18.0	1.0	3.0		3.0	1.0	1.0	4.0	5.0	13.0	3.0	20.0	7.0			2.0	7.4	3.0	4.0			5.0	3.0	7.0	6.0	7.0	11.0	13.0	6.0	5.0	6.0	19.0		23.0	36.0	8.0	10.0	4.0	7.0	9.0	4.0	1.0	3.0	14.0
20	11	2015	16	25	8.0	5.0	7.0	2.0	13.0	4.0	4.0	16.0	1.0	4.5	3.0	7.0	6.0	4.0	1.0	1.0	1.0	6.0		4.0	2.0		1.0		3.0		2.0	3.0	2.0	2.0	3.0	3.0	3.0	8.0	4.0	17.0		1.0		1.0	3.0	7.0		3.0	1.0	1.0	1.0	1.0	3.0		2.0	2.0	11.0	18.0	3.0	2.0		4.0		5.0			3.0	4.0	5.0				3.0	1.0	6.0		8.0		3.0	3.0	1.1	4.2	17.9	6.2	7.6	10.0	5.0	15.0	2.0	5.0		3.0	1.0	1.0	1.0	5.0	15.0	3.0	11.0	4.0			2.0	5.8	7.0	3.0			5.0	5.0	6.0	5.0	7.0	11.0	9.0	8.0	9.0		19.0		12.0	41.0	12.0	15.0	4.0	9.0	28.0	3.0	5.0	2.0	9.0
20	11	2015	17	25	6.0	5.0	5.0	2.0	18.0	2.0	4.0	18.0	4.0	3.4	3.0	4.0	5.0	6.0	3.0	1.0	6.0	4.0		3.0	1.0		1.0		1.0		2.0	3.0	2.0	2.0	6.0	5.0	4.0	7.0	3.0	7.0		2.0		1.0	3.0	6.0		7.0	1.0	1.0	3.0	1.0	2.0		2.0	4.0	10.0	9.0	3.0	2.0		6.0		4.0			3.0	4.0	4.0				5.0	1.0	7.0		1.0		3.0	1.0	1.9	7.6	11.8	4.5	3.7	3.0	4.0	7.0	1.0	7.0		2.0	1.0	1.0	3.0	5.0	14.0	3.0	6.0	2.0			1.0	4.3	15.0	3.0			8.0	4.0	11.0	8.0	8.0	7.0	10.0	10.0	8.0	7.0	8.0		7.0	46.0	17.0	25.0	3.0	6.0	141.0	3.0	6.0	1.0	6.0
20	11	2015	18	25	6.0	6.0	4.0	2.0	18.0	1.0	3.0	16.0	7.0	3.5	1.0	1.0	5.0	4.0	3.0	1.0	14.0	3.0		1.0	1.0		3.0		12.0		3.0	8.0	1.0	8.0	7.0	5.0	5.0	5.0	3.0	18.0		3.0		1.0	3.0	5.0		7.0	1.0	1.0	3.0	1.0	1.0		3.0	4.0	8.0	7.0	1.0	1.0		4.0		1.0			2.0	3.0	5.0				10.0	1.0	8.0		1.0		7.0	3.0	1.8	11.6	16.6	11.9	13.7	10.0	3.0	7.0	1.0	6.0		1.0	3.0	4.0	3.0	4.0	9.0	3.0	4.0	1.0			2.0	5.1	13.0	4.0			16.0	3.0	9.0	14.0		5.0	8.0		5.0	6.0			4.0			27.0	4.0	4.0		2.0	5.0	1.0	4.0
20	11	2015	19	26	5.0	7.0	3.0	3.0	13.0	1.0	2.0	18.0	5.0	2.6	2.0	1.0	4.0	3.0	3.0	3.0	19.0	2.0		2.0	1.0		4.0		8.0		4.0	15.0	1.0	9.0	3.0	3.0	4.0	2.0	3.0	11.0		3.0		1.0	2.0	17.0		4.0	3.0	1.0	3.0	1.0	1.0		3.0	3.0	5.0	8.0	1.0	1.0		2.0		1.0			1.0	6.0	9.0				9.0		11.0		3.0		7.0		9.1	10.9	13.2	11.5	12.2	17.0				3.0						4.0	6.0	6.0	5.0	1.0									16.0	1.0	7.0	6.0	10.0	5.0	6.0	13.0	4.0	7.0	8.0		7.0	39.0	12.0	25.0	3.0	3.0	8.0	4.0	7.0	6.0	2.0
20	11	2015	20	27	3.0	4.0	3.0	3.0	15.0	1.0	2.0	12.0	3.0	2.6	4.0	1.0	3.0	3.0	3.0	4.0	20.0	3.0		3.0	2.0		8.0		6.0		9.0	14.0	12.0	8.0	5.0	4.0	5.0	5.0	2.0	10.0		3.0		1.0	2.0	12.0		3.0	13.0	3.0	2.0	1.0	1.0		1.0	3.0	7.0	4.0	1.0	1.0		1.0		1.0			1.0	6.0	14.0				3.0		12.0		3.0		3.0		5.7	10.3	12.9	10.1	11.4	7.0				5.0						4.0	4.0	7.0	6.0	1.0									9.0	1.0	6.0			7.0	7.0		4.0	10.0			17.0	26.0	13.0	20.0	3.0	2.0		4.0	10.0	6.0	1.0
20	11	2015	21	26	2.0	5.0	3.0	3.0	22.0	3.0	2.0	9.0	2.0	2.8	4.0	1.0	2.0	2.0	3.0	4.0	17.0	3.0		2.0	2.0		6.0		5.0		11.0	13.0	9.0	9.0	6.0	6.0	8.0	5.0	3.0	20.0		3.0		1.0	1.0	7.0		3.0	8.0	3.0	1.0	1.0	1.0		2.0	3.0	15.0	2.0	1.0	1.0		1.0		1.0			2.0	8.0	12.0				3.0				3.0				4.2	9.6	22.0	6.8	13.3	9.0				6.0						3.0	4.0		8.0	1.0									8.0	1.0	3.0			10.0	7.0		3.0				10.0			9.0	3.0	2.0		5.0	8.0	5.0	1.0
20	11	2015	22	26	4.0	7.0	3.0	3.0	17.0	7.0	3.0	5.0	1.0	2.6	4.0	1.0	2.0	4.0	4.0	3.0	21.0	3.0		1.0	2.0		3.0		4.0		7.0	11.0	5.0	7.0	6.0	5.0	7.0	6.0	4.0	15.0		3.0		2.0	1.0	9.0		2.0	4.0	3.0	2.0	3.0	1.0		8.0	3.0	12.0	3.0	1.0	2.0		1.0		1.0			1.0	13.0	9.0				3.0		3.0		3.0		3.0		2.6	8.4	7.9	4.2	8.1	6.0				6.0						3.0	3.0	3.0	9.0	1.0									8.0	4.0	1.0			5.0	6.0		3.0	9.0			6.0	22.0	9.0	12.0	5.0	2.0		4.0	7.0	17.0	1.0
20	11	2015	23	26	3.0	7.0	5.0	3.0	10.0	6.0	2.0	4.0	1.0	3.4	4.0	2.0	2.0	3.0	11.0	3.0	16.0	3.0		2.0	3.0		2.0		4.0		5.0	7.0	4.0	23.0	6.0	5.0	7.0	6.0	3.0	10.0		2.0		3.0	11.0	7.0		1.0	3.0	3.0	3.0	3.0	1.0		4.0	5.0	16.0	2.0	2.0	2.0		4.0		1.0			1.0	10.0	10.0				3.0		3.0		1.0		3.0							3.0				7.0						2.0	2.0	3.0	5.0	1.0									5.0	4.0	6.0			4.0	7.0		3.0	10.0			4.0	17.0	12.0	6.0	5.0	2.0		4.0	8.0	18.0	1.0
21	11	2015	0	26	4.0	8.0	6.0	3.0	11.0	4.0	3.0	5.0	3.0	3.3	6.0	1.0	3.0	2.0	7.0	1.0	13.0	3.0		3.0	8.0		2.0		4.0		4.0	7.0	2.0	20.0	6.0	5.0	6.0	5.0	3.0	8.0		2.0		2.0	10.0	19.0		1.0	8.0	3.0	2.0	14.0	3.0		2.0	4.0	15.0	3.0	24.0	1.0		7.0		1.0			1.0	6.0	6.0				3.0		3.0		1.0		3.0							3.0				7.0						1.0	1.0	3.0	5.0	2.0									4.0	3.0	6.0			3.0	5.0		3.0	7.0			3.0	24.0	6.0	6.0	3.0	1.0		6.0	7.0	10.0	5.0
21	11	2015	1	37	9.0	7.0	5.0	2.0	11.0	4.0	3.0	4.0	4.0	3.8	6.0	2.0	7.0	1.0	5.0	3.0	10.0	3.0		2.0	15.0		1.0		3.0		3.0	6.0	3.0	11.0	5.0	4.0	4.0	4.0	3.0	5.0		3.0		2.0	7.0	17.0		8.0	6.0	4.0	1.0	12.0	3.0		7.0	6.0	16.0	5.0	13.0	5.0		6.0		1.0			1.0	5.0	4.0				3.0		3.0		1.0		3.0							3.0				3.0						1.0	1.0	3.0	4.0	1.0									4.0	1.0	6.0			3.0	3.0		3.0	6.0			9.0	9.0	8.0	4.0	6.0	2.0		4.0	4.0	5.0	4.0
21	11	2015	2	30	6.0	7.0	6.0	1.0	7.0	3.0	3.0	2.0	4.0	4.1	4.0	1.0	11.0	3.0	5.0	2.0	8.0	1.0		5.0	13.0		1.0		3.0		2.0	8.0	1.0	7.0	4.0	3.0	4.0	3.0	2.0	4.0		1.0		3.0	7.0	9.0		8.0	4.0	8.0	2.0	9.0	3.0		12.0	4.0	15.0	3.0	10.0	8.0		9.0		1.0			1.0	5.0	3.0				3.0		3.0		1.0		3.0							3.0				3.0						1.0	1.0	3.0	3.0	1.0									3.0	1.0	5.0			3.0	5.0		3.0	8.0			6.0	8.0	9.0	1.0	5.0	3.0		4.0	7.0	4.0	15.0
21	11	2015	3	30	6.0	7.0	5.0	3.0	5.0	3.0	2.0	1.0	3.0	3.2	3.0	3.0	6.0	3.0	3.0	1.0	6.0	1.0		8.0	7.0		2.0		3.0		2.0	11.0	7.0	5.0	2.0	3.0	3.0	2.0	1.0	4.0		1.0		3.0	6.0	22.0		5.0	12.0	9.0	3.0	11.0	1.0		6.0	17.0	12.0	16.0	8.0	7.0		6.0		1.0			1.0	5.0	5.0				3.0		3.0		1.0		3.0							3.0				3.0						1.0	1.0	3.0	2.0	1.0									3.0	5.0	4.0			3.0	3.0		6.0	6.0			13.0	12.0	7.0	3.0	8.0	1.0		3.0	4.0	4.0	9.0
21	11	2015	4	30	5.0	8.0	5.0	3.0	4.0	5.0	1.0	1.0	3.0	2.8	4.0	7.0	5.0	4.0	3.0	1.0	5.0	2.0		6.0	5.0		5.0		3.0		3.0	9.0	299.0	9.0	4.0	4.0	3.0	2.0	2.0	4.0		2.0		2.0	11.0	17.0		5.0	22.0	7.0	3.0	7.0	1.0		9.0	13.0	10.0	10.0	21.0	8.0		5.0		1.0			1.0	5.0	8.0				3.0		3.0		3.0		3.0							3.0				3.0						1.0	3.0	3.0	2.0	2.0									3.0	5.0	7.0			2.0	5.0		7.0	6.0			8.0	15.0	8.0	6.0	7.0	1.0		4.0	8.0	4.0	5.0
21	11	2015	5	31	5.0	7.0	4.0	3.0	4.0	6.0	1.0	2.0	3.0	3.4	4.0	7.0	5.0	4.0	3.0	1.0	7.0	2.0		4.0	6.0		4.0		4.0		3.0	7.0	223.0	7.0	5.0	4.0	5.0	2.0	3.0	6.0		2.0		3.0	9.0	9.0		5.0	13.0	4.0	1.0	4.0	1.0		9.0	7.0	9.0	5.0	11.0	9.0		7.0		1.0			1.0	4.0	6.0				7.0		5.0		4.0		5.0							3.0				3.0						1.0	3.0	3.0	3.0	1.0									6.0	4.0	8.0			3.0	7.0		6.0	9.0			5.0	12.0	11.0	9.0	5.0	1.0		2.0	7.0	3.0	3.0
21	11	2015	6	30	6.0	7.0	3.0	3.0	4.0	6.0	1.0	3.0	3.0	2.7	13.0	4.0	3.0	4.0	2.0	3.0	4.0	2.0		4.0	5.0		8.0		3.0		4.0	5.0	114.0	4.0	5.0	5.0	5.0	3.0	3.0	6.0		2.0		3.0	12.0	6.0		4.0	8.0	4.0	1.0	3.0	1.0		8.0	4.0	8.0	16.0	6.0	6.0		17.0		4.0			1.0	3.0	4.0				7.0		6.0		5.0		8.0							7.0				6.0						1.0	3.0	7.0	3.0	1.0									7.0	3.0	11.0			3.0	6.0		5.0	8.0			3.0	10.0	10.0	11.0	8.0	1.0		4.0	9.0	3.0	3.0
21	11	2015	7	30	3.0	6.0	3.0	3.0	2.0	4.0	4.0	2.0	2.0	2.5	8.0	1.0	1.0	17.0	4.0	4.0	4.0	3.0		4.0	4.0		6.0		3.0		3.0	4.0	63.0	3.0	7.0	6.0	7.0	4.0	1.0	8.0		3.0		2.0	9.0	12.0		4.0	4.0	7.0	1.0	10.0	4.0		11.0	3.0	10.0	10.0	12.0	4.0		26.0		11.0			1.0	3.0	3.0				7.0		7.0		7.0		7.0							7.0				8.0						3.0	3.0	8.0	3.0	1.0									4.0	2.0	8.0			3.0	7.0		3.0	6.0			4.0	9.0	7.0	6.0	8.0	2.0		4.0	11.0	2.0	8.0
21	11	2015	8	26	4.0	7.0	7.0	4.0	8.0	5.0	3.0	4.0	3.0	2.5	9.0	1.0	4.0	9.0	7.0	5.0	2.0	3.0		4.0	5.0		4.0		1.0		3.0	3.0	34.0	3.0	9.0	8.0	8.0	6.0	4.0	12.0		3.0		2.0	7.0	8.0		4.0	3.0	8.0	1.0	6.0	5.0		8.0	18.0	22.0	5.0	19.0	11.0		14.0		7.0			1.0	3.0	7.0				9.0		7.0		10.0		6.0							9.0				13.0						2.0	4.0	8.0	4.0	1.0									3.0	3.0	5.0			5.0	10.0		2.0	7.0			4.0	11.0	9.0	5.0	5.0	1.0		11.0	10.0	2.0	5.0
21	11	2015	9	26	12.0	9.0	11.0	5.0	14.0	3.0	13.0	4.0	3.0	3.2	20.0	1.0	7.0	12.0	4.0	4.0	13.0	3.0		3.0	15.0		2.0		1.0		2.0	2.0	20.0	3.0	12.0	10.0	11.0	9.0	8.0	14.0		1.0		2.0	19.0	21.0		9.0	7.0	7.0	1.0	4.0	4.0		16.0	13.0	19.0	4.0	11.0	18.0		8.0		7.0			1.0	8.0	13.0				9.0		7.0		6.0		6.0		5.7	15.6	19.2	16.6	16.5	19.0		13.0		28.0		6.0	2.0	5.0		1.0	5.0	10.0	8.0	1.0						4.0			6.0	9.0	8.0			8.0	14.0		6.0	11.0			12.0	19.0	64.0	11.0	3.0	2.0		6.0	6.0	3.0	5.0
21	11	2015	10	26	9.0	9.0	7.0	7.0	15.0	5.0	10.0	3.0	3.0	4.3	12.0	1.0	7.0	81.0	3.0	6.0	26.0	17.0		6.0	19.0		1.0		1.0		3.0	6.0	11.0	11.0	13.0	11.0	15.0	8.0	5.0	13.0		1.0		3.0	28.0	24.0		8.0	17.0	14.0	3.0	19.0	4.0		10.0	16.0	16.0	22.0	19.0	17.0		6.0		10.0			1.0	17.0	8.0				6.0	5.0	7.0		5.0		5.0	11.0	9.5	14.9	23.5	11.1	15.8	19.0	4.0	15.0	12.0	14.0		11.0	5.0	9.0	3.0	1.0	9.0	12.0	9.0	7.0			4.0	14.3	8.0	5.0			9.0	8.0	14.0			7.0	15.0		7.0	14.0			12.0	29.0	38.0	20.0	2.0	3.0		5.0	4.0	8.0	11.0
21	11	2015	11	26	5.0	10.0	12.0	7.0	15.0	14.0	9.0	3.0	4.0	4.8	8.0	9.0	8.0	58.0	3.0	7.0	15.0	18.0		8.0	10.0		6.0		1.0		5.0	10.0	6.0	11.0	9.0	8.0	7.0	5.0	5.0	11.0		4.0		4.0	20.0	29.0		9.0	11.0	19.0	3.0	20.0	2.0		23.0	11.0	15.0	15.0	24.0	24.0		4.0		8.0			10.0	25.0	8.0				8.0	5.0	10.0		7.0		5.0	13.0	16.7	12.2	19.8	9.6	16.9	19.0	4.0	22.0	6.0	15.0		8.0	6.0	10.0	3.0	1.0	10.0	16.0	9.0	15.0			2.0	17.5	8.0	8.0			10.0	15.0	19.0			15.0	16.0		10.0	15.0			11.0	19.0	27.0	30.0	2.0	7.0		17.0	5.0	16.0	13.0
21	11	2015	12	26	4.0	7.0	16.0	9.0	11.0	12.0	12.0	4.0	5.0	5.5	7.0	11.0	7.0	36.0	5.0	5.0	20.0	11.0		7.0	6.0		13.0		1.0		7.0	9.0	4.0	7.0	6.0	5.0	6.0	4.0	9.0	8.0		5.0		5.0	12.0	20.0		14.0	15.0	16.0	3.0	11.0	3.0		27.0	7.0	20.0	19.0	24.0	23.0		6.0		8.0			7.0	48.0	10.0				8.0	4.0	10.0		6.0		7.0	8.0	14.3	12.9	18.9	12.0	21.4	18.0	6.0	26.0	5.0	16.0		20.0	5.0	8.0	2.0	1.0	29.0	15.0	17.0	11.0			9.0	14.1	12.0	9.0			12.0	20.0	20.0	7.0	19.0	21.0	14.0	18.0	19.0	10.0	19.0		23.0	31.0	11.0	30.0	3.0	12.0	277.0	9.0	5.0	14.0	30.0
21	11	2015	13	26	7.0	8.0	10.0	5.0	11.0	7.0	9.0	3.0	4.0	5.2	6.0	16.0	14.0	20.0	5.0	12.0	30.0	9.0		16.0	5.0		10.0		1.0		12.0	9.0	12.0	12.0	5.0	5.0	7.0	4.0	16.0	7.0		5.0		4.0	15.0	12.0		12.0	8.0	14.0	2.0	14.0	3.0		13.0	12.0	20.0	10.0	19.0	12.0		14.0		20.0			5.0	31.0	20.0				9.0	5.0	11.0		1.0		10.0	6.0	15.2	14.5	16.3	13.5	28.0	16.0	8.0	28.0	4.0	13.0		11.0	5.0	7.0	2.0	3.0	16.0	12.0	13.0	7.0			6.0	10.9	11.0	6.0			13.0	16.0	19.0	8.0	18.0	16.0	19.0	13.0	23.0	13.0	20.0		13.0	38.0	9.0	19.0	3.0	11.0	32.0	6.0	5.0	22.0	16.0
21	11	2015	14	26	8.0	9.0	6.0	5.0	15.0	13.0	5.0	2.0	4.0	3.8	5.0	17.0	19.0	12.0	10.0	15.0	16.0	7.0		15.0	4.0		5.0		2.0		19.0	9.0	9.0	9.0	4.0	5.0	4.0	4.0	16.0	8.0		4.0		2.0	12.0	10.0		7.0	5.0	9.0	1.0	8.0	1.0		15.0	14.0	19.0	5.0	15.0	7.0		8.0		25.0			3.0	17.0	22.0				10.0	16.0	7.0		11.0			4.0	10.5	14.3	26.7	16.1	22.5	17.0	6.0	23.0	3.0	13.0		7.0	5.0	7.0	4.0	11.0	10.0	12.0	15.0	5.0			16.0	9.7	10.0	5.0			17.0	14.0	13.0	11.0	14.0	18.0	21.0	28.0	20.0	16.0	26.0		19.0	20.0	10.0	13.0	8.0	24.0	10.0	9.0	6.0	20.0	10.0
21	11	2015	15	26	5.0	8.0	6.0	8.0	15.0	10.0	3.0	2.0	4.0	3.9	5.0	9.0	10.0	26.0	8.0	9.0	9.0	5.0		9.0	3.0		17.0		2.0		11.0	10.0	10.0	6.0	5.0	6.0	5.0	4.0	9.0	8.0		4.0		1.0	6.0	9.0		4.0	7.0	10.0	8.0	10.0	1.0		10.0	15.0	19.0	4.0	9.0	4.0		8.0		13.0			15.0	12.0	17.0				8.0	10.0	9.0		6.0		3.0	10.0	20.9	17.2	36.2	19.8	26.1	14.0	11.0	22.0	5.0	17.0		9.0	7.0	9.0	10.0	15.0	6.0	11.0	16.0	3.0			9.0	9.8	10.0	4.0			21.0	20.0	19.0	12.0	20.0	9.0	25.0	24.0	16.0	15.0	25.0		12.0	23.0	14.0	17.0	16.0	18.0	10.0	12.0	3.0	24.0	17.0
21	11	2015	16	26	4.0	8.0	8.0	5.0	13.0	6.0	3.0	1.0	3.0	6.0	12.0	16.0	6.0	14.0	11.0	6.0	9.0	4.0		11.0	3.0		14.0		3.0		7.0	8.0	7.0	5.0	6.0	7.0	7.0	8.0	6.0	8.0		4.0		1.0	5.0	5.0		3.0	4.0	11.0	8.0	6.0	5.0		9.0	10.0	13.0	2.0	8.0	2.0		14.0		9.0			11.0	8.0	10.0				6.0	6.0	8.0		5.0		15.0	16.0	12.2	18.5	34.0	16.8	24.8	14.0	13.0	19.0	12.0	25.0		5.0	7.0	9.0	15.0	10.0	8.0	13.0	13.0	5.0			10.0	12.8	15.0	3.0			24.0	14.0	15.0	10.0	35.0	7.0	25.0	18.0	24.0	17.0	32.0		15.0	68.0	18.0	24.0	17.0	11.0	27.0	20.0	4.0	30.0	30.0
21	11	2015	17	26	5.0	11.0	9.0	4.0	17.0	4.0	6.0	3.0	1.0	8.5	16.0	14.0	6.0	20.0	12.0	5.0	11.0	2.0		9.0	16.0		8.0		1.0		9.0	5.0	15.0	3.0	7.0	8.0	8.0	8.0	5.0	10.0		4.0		3.0	10.0	24.0		3.0	7.0	7.0	5.0	4.0	4.0		6.0	9.0	18.0	2.0	12.0	2.0		7.0		9.0			6.0	6.0	10.0				9.0	13.0	15.0		23.0		19.0	18.0	14.5	17.8	58.5	21.7	25.8	27.0	16.0	22.0	12.0	38.0		5.0	7.0	14.0	13.0	6.0	20.0	18.0	18.0	10.0			5.0	26.1	21.0	4.0			34.0	16.0	22.0	14.0	58.0	13.0	30.0	26.0	23.0	25.0	22.0		20.0	38.0	24.0	32.0	17.0	9.0	15.0	12.0	6.0	21.0	17.0
21	11	2015	18	26	22.0	9.0	12.0	10.0	23.0	9.0	18.0	11.0	8.0	5.2	10.0	6.0	9.0	30.0	9.0	6.0	6.0	1.0		6.0	29.0		9.0		1.0		15.0	14.0	10.0	17.0	9.0	7.0	11.0	11.0	6.0	32.0		3.0		5.0	10.0	14.0		2.0	9.0	9.0	4.0	6.0	3.0		4.0	12.0	18.0	10.0	7.0	2.0		10.0		6.0			18.0	4.0	18.0				14.0	7.0	17.0		9.0		21.0	13.0	16.1	23.4	48.8	21.1	28.1	22.0	21.0	22.0	18.0	31.0		4.0	8.0	17.0	8.0	9.0	14.0	21.0	24.0	13.0			6.0	25.3	42.0	9.0			45.0	30.0	32.0	6.0	48.0	27.0	36.0	23.0	18.0	25.0	24.0		13.0	40.0	71.0	36.0	26.0	23.0	37.0	15.0	22.0	31.0	24.0
21	11	2015	19	26	15.0	14.0	10.0	18.0	19.0	21.0	15.0	9.0	14.0	4.6	6.0	5.0	12.0	30.0	15.0	6.0	11.0	16.0		9.0	19.0		7.0		3.0		27.0	25.0	20.0	20.0	13.0	14.0	18.0	20.0	4.0	26.0		7.0		11.0	8.0	7.0		6.0	9.0	10.0	6.0	11.0	6.0		12.0	10.0	70.0	11.0	11.0	6.0		20.0		9.0			20.0	16.0	43.0				22.0	9.0	25.0		13.0		13.0	20.0	15.0	22.3	55.6	20.8	33.5	23.0	16.0	28.0	15.0	26.0		10.0	15.0	21.0	5.0	8.0	26.0	32.0	21.0	22.0			4.0	18.1	36.0	21.0			40.0	18.0	34.0	23.0	51.0	38.0	35.0	75.0	24.0	26.0	20.0		34.0	58.0	105.0	39.0	22.0	40.0	47.0	35.0	25.0	39.0	38.0
21	11	2015	20	26	19.0	18.0	12.0	10.0	18.0	22.0	16.0	13.0	9.0	15.0	12.0	3.0	14.0	28.0	10.0	7.0	23.0	16.0		9.0	11.0		26.0		1.0		39.0	32.0	32.0	20.0	20.0	20.0	14.0	29.0	3.0	29.0		7.0		18.0	8.0	11.0		7.0	9.0	6.0	5.0	14.0	9.0		12.0	12.0	26.0	17.0	15.0	14.0		20.0		19.0			11.0	23.0	54.0				32.0	11.0	31.0		16.0		15.0	12.0	24.5	31.5	58.0	33.2	55.8	24.0	13.0	31.0	22.0	29.0		7.0	10.0	22.0	22.0	19.0	38.0	36.0	42.0	31.0			5.0	26.7	43.0	31.0			33.0	31.0	41.0	13.0	80.0	45.0	35.0	56.0	34.0	29.0	34.0		30.0	77.0	82.0	51.0	35.0	33.0	24.0	31.0	29.0	36.0	42.0
21	11	2015	21	26	12.0	30.0	14.0	11.0	18.0	25.0	21.0	22.0	6.0	25.8	7.0	6.0	14.0	41.0	17.0	11.0	25.0	23.0		22.0	10.0		39.0		8.0		36.0	41.0	39.0	44.0	32.0	29.0	25.0	32.0	10.0	32.0		14.0		11.0	9.0	7.0		5.0	16.0	10.0	4.0	8.0	6.0		12.0	14.0	14.0	14.0	15.0	19.0		22.0		27.0			6.0	26.0	67.0				32.0	22.0	34.0		15.0		22.0	31.0	23.7	45.7	49.6	31.7	30.4	28.0	18.0	32.0	29.0	33.0		10.0	10.0	15.0	16.0	36.0	48.0	32.0	30.0	29.0			13.0	40.3	46.0	47.0			42.0	31.0	55.0	17.0	101.0	54.0	45.0	45.0	28.0	48.0	46.0		37.0	87.0	179.0	69.0	50.0	38.0	47.0	46.0	27.0	33.0	50.0
21	11	2015	22	26	34.0	27.0	15.0	16.0	20.0	30.0	31.0	22.0	8.0	19.8	26.0	9.0	18.0	43.0	20.0	9.0	30.0	41.0		21.0	17.0		46.0		5.0		37.0	38.0	30.0	44.0	40.0	34.0	24.0	42.0	26.0	32.0		20.0		13.0	10.0	18.0		4.0	14.0	11.0	4.0	5.0	5.0		15.0	17.0	20.0	19.0	13.0	24.0		18.0		27.0			8.0	29.0	67.0				39.0	13.0	27.0		18.0		30.0	40.0	22.9	39.3	45.2	22.5	29.8	26.0	20.0	30.0	26.0	32.0		13.0	14.0	18.0	17.0	32.0	47.0	40.0	45.0	25.0			23.0	46.0	53.0	47.0			57.0	40.0	49.0	20.0	110.0	73.0	51.0	28.0	32.0	50.0	63.0		47.0	89.0	87.0	96.0	53.0	32.0	35.0	54.0	35.0	34.0	58.0
