d	m	y	h	i	Praha 8-Karlín	Praha 2-Legerova (hot spot)	Praha 1-n. Republiky	Praha 2-Riegrovy sady	Praha 5-Smíchov	Praha 10-Vršovice	Praha 9-Vysočany	Praha 4-Braník	Praha 8-Kobylisy	Praha 4-Libuš	Praha 5-Stodůlky	Praha 6-Suchdol	Praha 6-Břevnov	Praha 10-Průmyslová	Beroun	Kladno-střed města	Kladno-Švermov	Mladá Boleslav	Ondřejov	Příbram	Rožďalovice-Ruská	Tobolka-Čertovy schody	České Budějovice	Churáňov	Hojná Voda	Kocelovice	Prachatice	Tábor	Kamenný Újezd	Plzeň-Slovany	Plzeň-Bory	Plzeň-střed	Plzeň-Lochotín	Plzeň-Skvrňany	Plzeň-Doubravka	Plzeň - mobil 20.03.2013 Plzeň - Litice	Přimda	Cheb	Přebuz	Sokolov	Chomutov	Děčín	Doksany	Krupka	Lom	Litoměřice	Měděnec	Most	Rudolice v Horách	Sněžník	Teplice 	Tušimice	Ústí n.L.-Všebořická (hot spot)	Ústí n.L.-Kočkov	Ústí n.L.-město	Česká Lípa	Frýdlant	Liberec Rochlice	Souš	Hradec Králové-Brněnská	Hradec Králové-observatoř	Krkonoše-Rýchory	Polom	Trutnov - Tkalcovská	Moravská Třebová - Piaristická.	Pardubice-Rosice	Pardubice Dukla	Svratouch	Havl.Brod-Smetan.nám.	Jihlava	Jihlava-Znojemská	Kostelní Myslová	Košetice	Třebíč	Ždár nad Sázavou	Brno - Dětská nemocnice	Brno-Arboretum	Brno-Lány	Brno-Svatoplukova	Brno-Výstaviště	Brno-Zvonařka	Brno-Masná	Brno-Líšeň	Brno-Úvoz (hot spot)	Brno-Tuřany	Hodonín	Kuchařovice	Mikulov-Sedlec	Sivice	Mokrá	Znojmo	Jeseník-lázně	Olomouc-Hejčín	Olomouc-Šmeralova	Přerov	Prostějov	Otrokovice-město	Štítná n.Vláří	Těšnovice	Uherské Hradiště	Valašské Meziříčí	Zlín	Bílý Kříž	Červená hora	Český Těšín	Frýdek-Místek	Havířov	Horní Lomná	Karviná-ZÚ	Karviná	Ostrava-Českobratrská (hot spot)	Odry	Ostrava-Fifejdy	Ostrava-Mariánské Hory	Ostrava-Poruba, DD	Ostrava-Poruba/ČHMÚ	Ostrava-Přívoz	Ostrava-Radvanice ZÚ	Ostrava Radvanice OZO	Orlová	Opava-Kateřinky	Ostrava-Zábřeh	Rýmařov	Studénka	Třinec-Kanada	Třinec-Kosmos	Věřňovice
10	11	2015	20	24	14.0	9.0	17.0	18.0	23.0	25.0	11.0	12.0	10.0	4.1	18.0	11.0	16.0	16.0	5.0	17.0	12.0			12.0	12.0		4.0		4.0		11.0	16.0	18.0	27.0	7.0	6.0	7.0	7.0	7.0	12.0		3.0		6.0	9.0	13.0		18.0	6.0	8.0	5.0	8.0	8.0		4.0	9.0	9.0	7.0	7.0	3.0		18.0		11.0			14.0	10.0	7.0		10.0		8.0	4.0	9.0		10.0	17.0	9.0	8.0	14.3	9.4	8.7	23.9	8.6	9.0	10.0	14.0	5.0	8.0		12.0	4.0	4.0	9.0	8.0	34.0	12.0	27.0	11.0			7.0	27.6	38.0	14.0			19.0	23.0	40.0	20.0	26.0	35.0	24.0	15.0	28.0	26.0	26.0		56.0	55.0	23.0	31.0	22.0	24.0	5.0	49.0	8.0	16.0	42.0
10	11	2015	21	24	19.0	11.0	15.0	15.0	23.0	20.0	23.0	7.0	19.0	4.5	14.0	12.0	8.0	32.0	9.0	9.0	18.0			14.0	13.0		10.0		5.0		7.0	13.0	14.0	23.0	6.0	6.0	7.0	7.0	19.0	13.0		1.0		14.0	14.0	13.0		15.0	6.0	7.0	4.0	12.0	9.0		10.0	10.0	8.0	7.0	9.0	2.0		10.0		10.0			9.0	13.0	10.0		11.0		9.0	8.0	11.0		5.0	15.0	10.0	6.0	11.6	9.0	8.7	13.6	8.6	8.0	7.0	12.0	11.0	9.0		8.0	4.0	4.0	7.0	5.0	30.0	12.0	16.0	19.0			14.0	20.8	45.0	15.0			23.0	24.0	35.0	20.0	22.0	29.0	25.0	12.0	23.0	23.0	24.0		54.0	46.0	18.0	21.0	32.0	22.0	19.0	26.0	5.0	16.0	37.0
10	11	2015	22	24	17.0	10.0	18.0	11.0	28.0	18.0	47.0	6.0	19.0	7.7	9.0	10.0	8.0	18.0	8.0	12.0	19.0			10.0	17.0		8.0		19.0		4.0	15.0	8.0	12.0	6.0	7.0	7.0	7.0	26.0	10.0		5.0		9.0	9.0	12.0		9.0	13.0	11.0	5.0	9.0	7.0		7.0	7.0	6.0	8.0	19.0	3.0		6.0		14.0			6.0	14.0	11.0		12.0		9.0	4.0	10.0		10.0	8.0	8.0	15.0	7.5	9.7	9.6	19.8	9.3	9.0	13.0	10.0	17.0	20.0		6.0	5.0	5.0	4.0	7.0	22.0	15.0	16.0	16.0			14.0	15.1	33.0	16.0			24.0	13.0	32.0	18.0	23.0	33.0	19.0	12.0	33.0	22.0	24.0		28.0	52.0	18.0	17.0	42.0	22.0	12.0	23.0	3.0	29.0	38.0
10	11	2015	23	25	10.0	10.0	15.0	13.0	27.0	22.0	34.0	17.0	10.0	10.7	8.0	9.0	7.0	11.0	17.0	13.0	11.0			7.0	14.0		11.0		11.0		3.0	18.0	10.0	21.0	7.0	7.0	8.0	7.0	15.0	12.0		8.0		12.0	5.0	7.0		5.0	7.0	14.0	5.0	9.0	7.0		6.0	12.0	6.0	7.0	20.0	3.0		5.0		18.0			4.0	8.0	7.0		20.0		8.0	3.0	10.0		9.0	5.0	9.0	15.0	11.5	11.1	11.5	11.9	10.3	9.0	11.0	10.0	11.0	9.0		5.0	6.0	5.0	3.0	18.0	25.0	15.0	32.0	14.0			29.0	16.0	17.0	15.0			20.0	13.0	20.0	15.0	27.0	30.0	20.0	24.0	27.0	25.0	16.0		23.0	42.0	16.0	16.0	29.0	17.0	7.0	17.0	10.0	17.0	44.0
11	11	2015	0	25	22.0	8.0	11.0	19.0	19.0	20.0	21.0	11.0	6.0	6.5	15.0	7.0	11.0	9.0	10.0	9.0	13.0			5.0	13.0		11.0		8.0		3.0	14.0	7.0	17.0	8.0	7.0	8.0	9.0	10.0	19.0		12.0		11.0	4.0	10.0		3.0	6.0	12.0	3.0	13.0	5.0		7.0	12.0	8.0	8.0	11.0	4.0		6.0		13.0			4.0	5.0	5.0		22.0		7.0	3.0	8.0		4.0	5.0	8.0	20.0	13.9	8.4	14.0	6.8	13.6	9.0	9.0	12.0	18.0	7.0		3.0	5.0	6.0	1.0	17.0	16.0	14.0	19.0	14.0			15.0	14.8	16.0	27.0			19.0	21.0	11.0	32.0	25.0	27.0	17.0	10.0	18.0	21.0	14.0		14.0	36.0	16.0	19.0	17.0	10.0	11.0	11.0	26.0	9.0	24.0
11	11	2015	1	37	17.0	7.0	10.0	11.0	24.0	16.0	11.0	5.0	4.0	5.1	16.0	5.0	10.0	9.0	7.0	10.0	19.0			7.0	13.0		7.0		4.0		4.0	9.0	8.0	10.0	8.0	7.0	8.0	8.0	7.0	11.0		12.0		7.0	8.0	18.0		8.0	3.0	11.0	3.0	8.0	4.0		9.0	7.0		10.0	7.0	5.0		7.0		20.0			3.0	5.0	3.0		12.0		7.0	10.0	6.0		4.0	5.0	7.0	12.0	11.4	8.3	13.5	18.3	12.9	11.0	6.0	9.0	16.0	7.0		5.0	6.0	5.0	8.0	10.0	16.0	12.0	17.0	18.0			8.0	17.9	18.0	31.0			19.0	13.0	20.0	13.0	22.0	23.0	14.0	8.0	18.0		11.0		30.0	43.0	19.0	25.0	17.0	13.0	6.0	24.0	18.0	6.0	19.0
11	11	2015	2	32	10.0	8.0	14.0	7.0	24.0	12.0	8.0	9.0	3.0	5.7	9.0	4.0	20.0	11.0	7.0	11.0	11.0			7.0	10.0		6.0		4.0		6.0	8.0	7.0	7.0	8.0	7.0	9.0	8.0	10.0	12.0		11.0		5.0	10.0	11.0		8.0	3.0	7.0	5.0	7.0	3.0		8.0	8.0	5.0	9.0	5.0	10.0		4.0		12.0			22.0	4.0	6.0		8.0		6.0	7.0	7.0		9.0	4.0	6.0	6.0	11.6	9.1	18.5	11.8	15.7	12.0	3.0	11.0	9.0	7.0		3.0	5.0	6.0	6.0	6.0	15.0	10.0	11.0	10.0			4.0	17.6	24.0	16.0			16.0	13.0	18.0	10.0	17.0	20.0	13.0	11.0	18.0	15.0	9.0		17.0	69.0	16.0	29.0	10.0	15.0	12.0	13.0	15.0	16.0	15.0
11	11	2015	4	28	5.0	7.0	13.0	22.0	7.0	12.0	6.0	7.0	9.0	9.2	10.0	12.0	6.0	15.0	10.0	10.0	7.0			16.0	8.0		3.0		3.0		8.0	7.0	9.0	12.0	8.0	7.0	8.0	7.0	12.0	10.0		19.0		9.0	6.0	3.0		5.0	4.0	7.0	6.0	17.0	6.0		5.0	9.0	3.0	5.0	7.0	7.0		8.0		8.0			9.0	8.0	8.0		16.0		7.0	8.0	8.0		11.0	9.0	7.0	27.0	10.3	10.7	17.4	10.0	15.7	18.0	13.0	11.0	10.0	8.0		9.0	6.0	8.0	5.0	3.0	17.0	11.0	16.0	8.0			14.0	8.2	11.0	12.0			10.0	9.0	18.0	9.0	17.0	23.0	13.0	12.0	8.0	16.0	14.0		19.0	57.0	15.0	29.0	7.0	15.0	28.0	14.0	10.0	16.0	13.0
11	11	2015	5	28	14.0	7.0	8.0	12.0	14.0	10.0	8.0	6.0	7.0	8.1	6.0	7.0	4.0	9.0	8.0	8.0	6.0			13.0	16.0		7.0		1.0		9.0	8.0	14.0	7.0	7.0	7.0	8.0	6.0	10.0	10.0		13.0		5.0	6.0	11.0		3.0	4.0	9.0	3.0	10.0	5.0		3.0	5.0	3.0	6.0	5.0	7.0		5.0		14.0			6.0	11.0	6.0		10.0		8.0	13.0	10.0		7.0	5.0	8.0	15.0	14.2	9.4	28.2	5.3	19.3	21.0	13.0	15.0	5.0	9.0		5.0	8.0	6.0	4.0	3.0	20.0	12.0	13.0	11.0			8.0	7.1	11.0	10.0			11.0	9.0	15.0	16.0	15.0	18.0	12.0	10.0	8.0	15.0	11.0		14.0	58.0	20.0	24.0	18.0	13.0	10.0	11.0	9.0	9.0	11.0
11	11	2015	6	29	9.0	7.0	6.0	7.0	17.0	14.0	15.0	9.0	6.0	5.0	11.0	8.0	11.0	7.0	7.0	6.0	5.0			8.0	20.0		12.0		2.0		6.0	6.0	14.0	12.0	8.0	7.0	7.0	6.0	12.0	10.0		15.0		5.0	5.0	8.0		3.0	3.0	6.0	3.0	11.0	4.0		2.0	9.0	4.0	4.0	4.0	7.0		3.0		9.0			4.0	17.0	3.0		6.0		7.0	9.0	9.0		7.0	4.0	8.0	10.0	17.0	8.4	26.7	14.2	10.0	13.0	10.0	11.0	7.0	8.0		4.0	8.0	6.0	8.0	3.0	13.0	15.0	9.0	11.0			12.0	9.5	11.0	14.0			12.0	18.0	11.0	8.0	15.0	11.0	12.0	22.0	19.0	15.0	13.0		8.0	40.0	19.0	25.0	18.0	12.0	8.0	8.0	9.0	10.0	7.0
11	11	2015	7	28	6.0	8.0	7.0	4.0	30.0	14.0	11.0	12.0	6.0	4.6	7.0	8.0	8.0	14.0	9.0	4.0	7.0			6.0	12.0		11.0		1.0		5.0	4.0	10.0	19.0	9.0	8.0	9.0	8.0	10.0	12.0		10.0		10.0	3.0	6.0		2.0	8.0	6.0	3.0	6.0	3.0		2.0	7.0	4.0	4.0	2.0	5.0		2.0		11.0			3.0	20.0	2.0		5.0		8.0	7.0	10.0		10.0	4.0	8.0	9.0	17.4	8.8	44.2	14.2	9.1	9.0	12.0	15.0	5.0	17.0		3.0	5.0	5.0	6.0	3.0	15.0	20.0	31.0	9.0			9.0	16.7	12.0	10.0			12.0	12.0	17.0	12.0	15.0	12.0	14.0	88.0	21.0	15.0	14.0		13.0	37.0	15.0	23.0	11.0	12.0	9.0	5.0	13.0	12.0	10.0
11	11	2015	8	24	8.0	9.0	10.0	2.0	47.0	17.0	15.0	13.0	6.0	5.5	12.0	8.0	11.0	25.0	18.0	10.0	11.0			5.0	7.0		12.0		5.0		8.0	8.0	6.0	14.0	9.0	9.0	9.0	9.0	14.0	11.0		5.0		8.0	6.0	3.0		3.0	5.0	8.0	4.0	3.0	3.0		1.0	4.0	7.0	7.0	5.0	10.0		4.0		19.0			3.0	17.0	7.0		7.0		9.0	5.0	12.0		11.0	4.0	10.0	25.0	10.3	10.3	23.3	16.9	10.9	16.0	10.0	23.0	3.0	11.0		3.0	5.0	5.0	9.0	3.0	23.0	18.0	19.0	11.0			7.0	18.1	13.0	14.0			16.0	13.0	17.0	14.0	20.0	18.0	18.0	32.0	14.0	16.0	22.0		26.0	39.0	17.0	27.0	10.0	13.0	8.0	26.0	16.0	23.0	16.0
11	11	2015	9	24	25.0	12.0	11.0	6.0	46.0	64.0	16.0	10.0	9.0	11.2	7.0	8.0	7.0	12.0	10.0	13.0	8.0			3.0	5.0		29.0		4.0		11.0	14.0	9.0	11.0	9.0	8.0	8.0	8.0	12.0	10.0		4.0		8.0	11.0	12.0		2.0	3.0	12.0	3.0	6.0	3.0		2.0	3.0	8.0	8.0	12.0	12.0		6.0		11.0			3.0	11.0	13.0		14.0		9.0	3.0	10.0		5.0	3.0	10.0	15.0	19.5	9.1	25.4	21.9	10.4	18.0	8.0	17.0	19.0	10.0		2.0	5.0	5.0	6.0	3.0	30.0	15.0	25.0	17.0			8.0	12.8	18.0	16.0			20.0	15.0	19.0	23.0	22.0	22.0	14.0	18.0	15.0	18.0	29.0		41.0	43.0	19.0	44.0	7.0	14.0	6.0	28.0	10.0	19.0	19.0
11	11	2015	10	23	17.0		8.0	14.0	41.0	57.0	10.0	12.0	13.0	17.5	7.0	5.0	5.0	8.0	15.0	8.0	8.0			16.0	4.0		22.0		3.0		8.0	13.0	8.0	12.0	8.0	8.0	8.0	8.0	18.0	10.0		6.0		12.0	11.0	11.0		5.0	3.0	16.0	3.0	11.0	2.0		14.0	10.0	7.0	6.0	7.0	8.0		6.0		7.0			1.0	10.0	9.0		9.0		8.0	5.0	9.0		4.0	8.0	9.0	21.0	12.2	8.4	12.4	16.6	10.4	18.0	14.0	14.0	20.0	10.0		22.0	5.0	5.0	12.0	6.0	26.0	16.0	34.0	26.0			17.0	13.0	19.0	30.0			12.0	12.0	18.0	12.0	22.0	19.0	16.0	21.0	20.0	22.0	27.0		47.0	52.0	24.0	36.0	9.0	20.0	5.0	15.0	22.0	23.0	33.0
11	11	2015	11	23	11.0		7.0	12.0	29.0	55.0	15.0	10.0	15.0	14.8	7.0	7.0	3.0	24.0	28.0	5.0	4.0			17.0	6.0		31.0		2.0		8.0	11.0	5.0	18.0	8.0	8.0	8.0	8.0	13.0	11.0		7.0		10.0	18.0	6.0		4.0	2.0	19.0	3.0	17.0	1.0		15.0	7.0	8.0	6.0	16.0	8.0		11.0		7.0			1.0	7.0	8.0		10.0		8.0	4.0	7.0		4.0	9.0	7.0	15.0	19.4	9.0	12.5	26.9	9.6	13.0	12.0	13.0	10.0	12.0		13.0	5.0	6.0	8.0	18.0	23.0	14.0		21.0			9.0	14.0	18.0	19.0			10.0	9.0	17.0	15.0	21.0	13.0	16.0	12.0	35.0	16.0	26.0		51.0	41.0	23.0	20.0	7.0	18.0	5.0	8.0	17.0	16.0	19.0
11	11	2015	12	24	7.0		14.0	7.0	21.0	55.0	11.0	8.0	19.0	10.8	12.0	10.0	22.0	22.0	21.0	4.0	4.0			10.0	15.0		27.0		2.0		5.0	15.0	25.0	21.0	8.0	8.0	7.0	7.0	18.0	12.0		4.0		18.0	19.0	6.0		5.0	1.0	16.0	3.0	15.0	1.0		9.0	4.0	9.0	5.0	13.0	8.0		10.0		6.0			3.0	6.0	8.0		16.0		8.0	8.0	10.0			14.0	7.0	20.0	13.2	9.1	12.4	18.5	10.0	12.0	17.0	15.0	19.0	12.0		15.0	6.0	5.0	5.0	10.0	28.0	12.0		20.0			5.0	17.5	13.0	20.0			11.0	5.0	19.0	18.0	20.0	20.0	13.0	17.0	19.0	13.0	20.0		27.0	35.0	14.0	1.0	9.0	13.0	16.0	17.0	9.0	10.0	16.0
11	11	2015	13	24	15.0		21.0	5.0	17.0	35.0	14.0	6.0	10.0	10.1	7.0	10.0	15.0	25.0	22.0	5.0	9.0			15.0	16.0		15.0		2.0		9.0	21.0	19.0	20.0	8.0	8.0	7.0	7.0	22.0	9.0		9.0		19.0	12.0	22.0		5.0	1.0	11.0	3.0	15.0	3.0		13.0	12.0	13.0	1.0	9.0	6.0		12.0		14.0			3.0	7.0	9.0		21.0		11.0	6.0	9.0			22.0	7.0	12.0	12.1	10.6	14.9	16.8	11.4	11.0	13.0	20.0	14.0	12.0		9.0	6.0	6.0	5.0	5.0	22.0	11.0		13.0			12.0	23.0	8.0	17.0			10.0	5.0	14.0	6.0	16.0	26.0	14.0	183.0	12.0	17.0	32.0		20.0	30.0	17.0	7.0	13.0	9.0	13.0	15.0	6.0	15.0	9.0
11	11	2015	14	23	11.0		16.0	3.0	13.0	39.0	21.0	5.0	7.0	7.2	5.0	4.0	9.0	30.0		8.0	14.0			14.0	11.0		8.0		3.0		16.0	19.0	12.0	14.0	7.0	8.0	6.0	6.0	24.0	7.0		16.0		19.0	10.0	26.0		3.0	2.0	11.0	3.0	15.0	3.0		14.0	10.0	15.0	1.0	14.0	4.0		7.0		19.0			3.0	5.0	6.0		12.0		11.0	5.0	9.0			13.0	8.0	12.0	9.9	10.0	16.6	17.7	16.2	12.0	7.0	14.0	18.0	11.0		9.0	7.0	6.0	6.0	4.0	21.0	11.0	4.0	10.0			7.0	20.8	5.0	23.0			6.0	14.0	18.0	6.0	17.0	20.0	17.0	152.0	13.0	14.0	30.0		12.0	38.0	17.0	20.0	7.0	5.0	6.0	9.0	7.0	9.0	10.0
11	11	2015	15	24	7.0		10.0	5.0	15.0	33.0	20.0	5.0	8.0	5.5	3.0	1.0	5.0	18.0	1.0	7.0	9.0			9.0	12.0		11.0		2.0		10.0	17.0	18.0	9.0	6.0	6.0	4.0	5.0	19.0	12.0		12.0		12.0	7.0	30.0		2.0	3.0	10.0	3.0	8.0	2.0		9.0	6.0	15.0	1.0	9.0	8.0		9.0		11.0			3.0	5.0	7.0		8.0		37.0	4.0	13.0		1.0	9.0	7.0	7.0	10.3	12.3	21.7	19.9	23.1	16.0	8.0	21.0	10.0	9.0		6.0	8.0	7.0	5.0	5.0	13.0	12.0	44.0	12.0			4.0	14.3	4.0	15.0			4.0	10.0	14.0	9.0	18.0	13.0	17.0	5.0	11.0	16.0	24.0		16.0	32.0	21.0	13.0	5.0	8.0	9.0	11.0	8.0	7.0	14.0
11	11	2015	16	24	15.0		10.0	8.0	22.0	40.0	13.0	4.0	10.0	4.4	3.0	5.0	3.0	14.0	3.0	5.0	6.0			9.0	14.0		8.0		3.0		7.0	15.0	13.0	13.0	6.0	6.0	6.0	7.0	12.0	9.0		7.0		6.0	7.0	25.0		3.0	2.0	12.0	3.0	5.0	2.0		11.0	3.0	20.0	16.0	12.0	15.0		16.0		7.0			3.0	5.0	13.0		5.0		12.0	4.0	11.0		1.0	6.0	8.0	8.0	14.9	17.5	28.6	11.9	22.1	15.0	7.0	26.0	7.0	8.0		3.0	11.0	8.0	4.0	10.0	15.0	13.0	46.0	19.0			8.0	9.2	8.0	9.0			4.0	14.0	19.0	6.0	23.0	17.0	18.0	5.0	17.0	16.0	40.0		14.0	48.0	19.0	17.0	3.0	9.0	27.0	14.0	8.0	9.0	14.0
11	11	2015	17	23	11.0	13.0	10.0	6.0	28.0	47.0	9.0	12.0	7.0	3.2	10.0	2.0	2.0	16.0	12.0	6.0	4.0	5.0		11.0	14.0		4.0		9.0		5.0	13.0	8.0	24.0	6.0	6.0	7.0	7.0	8.0	10.0		5.0		4.0	5.0	16.0		3.0	3.0	17.0	3.0	9.0	1.0		6.0	9.0	39.0	9.0	23.0	14.0		9.0		5.0			3.0	6.0	21.0		4.0		11.0	3.0	14.0		10.0	9.0	9.0	21.0	12.4	16.1	30.7	25.5	24.0	15.0	5.0	23.0	8.0	11.0		3.0	11.0	10.0	8.0	7.0	20.0	14.0	51.0	13.0			20.0	7.8	16.0	11.0			14.0	9.0	15.0	24.0	24.0	21.0	20.0	11.0	15.0	21.0	32.0		29.0	57.0	27.0	33.0	1.0	11.0	14.0	7.0	11.0	14.0	10.0
11	11	2015	18	23	31.0	13.0	6.0	5.0	25.0	47.0	12.0	9.0	4.0	3.9	7.0	6.0	5.0	22.0	7.0	11.0	8.0	8.0		8.0	16.0		3.0		10.0		4.0	18.0	6.0	29.0	10.0	8.0	9.0	10.0	8.0	13.0		4.0		3.0	10.0	19.0		4.0	4.0	18.0	2.0	10.0	2.0		5.0	8.0	48.0	13.0	12.0	11.0		10.0		7.0			2.0	11.0	23.0		5.0		19.0	10.0	19.0		9.0	6.0	10.0	13.0	17.6	23.3	103.1	30.1	42.0	27.0	15.0	64.0	24.0	11.0		3.0	10.0	12.0	6.0	4.0	18.0	16.0	30.0	19.0			13.0	22.7	16.0	12.0			20.0	14.0	23.0	10.0	26.0	16.0	22.0	7.0	10.0	22.0	31.0		38.0	67.0	23.0	50.0	9.0	20.0	11.0	22.0	14.0	36.0	23.0
11	11	2015	19	25	18.0	12.0	11.0	6.0	26.0	36.0	25.0	5.0	3.0	7.7	12.0	9.0	3.0	33.0	5.0	10.0	15.0	19.0		9.0	13.0		14.0		9.0		4.0	25.0	4.0	28.0	19.0	16.0	15.0	12.0	14.0	29.0		1.0		4.0	16.0	25.0		8.0	11.0	15.0	2.0	19.0	3.0		4.0	8.0	37.0	17.0	18.0	15.0		16.0		14.0			3.0	18.0	14.0		9.0		24.0	10.0	12.0		8.0	6.0	20.0	17.0	30.7	46.6	116.2	36.8	32.0	78.0	26.0	39.0	13.0	25.0		1.0	9.0	14.0	14.0	4.0	18.0	23.0	45.0	29.0			7.0	29.1	17.0	22.0			26.0	11.0	33.0	18.0	27.0	13.0	22.0	18.0	16.0	23.0	31.0		24.0	37.0	32.0	21.0	14.0	18.0	9.0	16.0	13.0	39.0	18.0
11	11	2015	20	23	10.0	12.0	15.0	17.0	35.0	32.0	19.0	22.0	6.0	11.3	14.0	7.0	18.0	29.0	5.0	6.0	14.0	43.0		7.0	14.0		81.0		10.0		4.0	26.0	3.0	21.0	25.0	21.0	18.0	21.0	18.0	40.0		2.0		7.0	9.0	45.0		7.0	12.0	9.0	5.0	29.0			21.0	7.0	30.0	16.0	22.0	19.0		11.0		9.0			3.0	21.0	14.0		17.0		29.0	30.0	12.0		7.0	9.0	21.0	48.0	41.0	46.1	90.6	30.4	40.4	77.0	19.0	45.0	24.0	23.0		1.0	9.0	45.0	19.0	4.0	34.0	29.0	113.0	31.0			30.0	37.3	36.0	20.0			31.0	21.0	24.0	31.0	26.0	18.0	23.0	23.0	24.0	25.0	30.0		30.0	47.0	33.0	36.0	13.0	14.0	16.0	34.0	7.0	49.0	13.0
11	11	2015	21	24	18.0	16.0	12.0	23.0	33.0	31.0	24.0	14.0	9.0	9.5	27.0	11.0	14.0	17.0	12.0	8.0	17.0	36.0		6.0	20.0		72.0		12.0		4.0	27.0	21.0	30.0	29.0	23.0	19.0	26.0	41.0	40.0		4.0		13.0	11.0	43.0		4.0	11.0	7.0	4.0	16.0	4.0		24.0	12.0	33.0	12.0	13.0	19.0		13.0		12.0			2.0	22.0	14.0		16.0		27.0	19.0	12.0		1.0	10.0	20.0	38.0	53.0	46.9	76.9	42.4	33.5	60.0	12.0	40.0	48.0	21.0		9.0	10.0	33.0	26.0	5.0	36.0	33.0	66.0	17.0			17.0	39.0	36.0	32.0			18.0	16.0	24.0	16.0	28.0	25.0	24.0	13.0	17.0	24.0	27.0		25.0	51.0	32.0	36.0	17.0	17.0	25.0	20.0	34.0	41.0	26.0
11	11	2015	22	24	27.0	19.0	14.0	12.0	29.0	20.0	24.0	15.0	6.0	10.5	15.0	10.0	13.0	13.0	11.0	10.0	17.0	31.0		9.0	25.0		45.0		8.0		6.0	27.0	38.0	43.0	23.0	25.0	22.0	27.0	102.0	46.0		6.0		17.0	14.0	57.0		4.0	10.0	11.0	3.0	9.0	3.0		37.0	12.0	26.0	7.0	10.0	21.0		13.0		19.0			3.0	19.0	18.0		30.0		21.0	12.0	10.0		3.0	29.0	18.0	44.0	42.3	43.9	75.2	24.2	30.6	49.0	8.0	44.0	30.0	24.0		6.0	15.0	20.0	21.0	17.0	25.0	33.0	52.0	12.0			10.0	40.1	34.0	25.0			11.0	21.0	21.0	18.0	28.0	27.0	23.0	24.0	19.0	23.0	23.0		24.0	42.0	36.0	27.0	26.0	18.0	22.0	14.0	31.0	52.0	30.0
11	11	2015	23	24	16.0	17.0	19.0	8.0	31.0	18.0	16.0	21.0	11.0	9.0	10.0	13.0	13.0	22.0	21.0	10.0	29.0	31.0		16.0	31.0		35.0		4.0		11.0	27.0	44.0	36.0	24.0	24.0	22.0	31.0	69.0	36.0		12.0		13.0	8.0	60.0		4.0	13.0	16.0	1.0	14.0	1.0		20.0	15.0	23.0	19.0	24.0	26.0		23.0		15.0			5.0	16.0	33.0		16.0		12.0	18.0	17.0		7.0	16.0	17.0	43.0	47.0	38.3	60.7	32.0	31.3	34.0	6.0	32.0	28.0	25.0		5.0	16.0	16.0	22.0	30.0	35.0	38.0	48.0	12.0			6.0	35.1	34.0	37.0			8.0	17.0	23.0	20.0	27.0	23.0	23.0	21.0	19.0	23.0	19.0		21.0	38.0	49.0	49.0	14.0	16.0	19.0	16.0	16.0	41.0	22.0
12	11	2015	0	24	11.0	16.0	19.0	13.0	32.0	17.0	25.0	23.0	16.0	12.0	18.0	12.0	8.0	31.0	21.0	14.0	26.0	27.0		14.0	25.0		22.0		4.0		13.0	36.0	33.0	30.0	23.0	25.0	22.0	25.0	52.0	32.0		10.0		8.0	5.0	68.0		4.0	15.0	15.0	1.0	8.0	1.0		18.0	20.0	20.0	18.0	24.0	29.0		19.0		16.0			4.0	21.0	18.0		12.0		15.0	11.0	29.0		9.0	10.0	16.0	43.0	38.7	40.6	51.8	28.4	32.1	30.0	6.0	32.0	54.0	28.0		10.0	19.0	11.0	22.0	16.0	46.0	41.0	26.0	18.0			8.0	21.6	37.0	39.0			11.0	11.0	24.0	23.0	28.0	20.0	24.0	22.0	26.0	23.0			28.0	59.0	31.0	45.0	23.0	19.0	15.0	32.0	22.0	22.0	19.0
12	11	2015	1	39	15.0	17.0	14.0	25.0	26.0	17.0	24.0	19.0	10.0	14.3	14.0	10.0	27.0	16.0	25.0	12.0	14.0	18.0		14.0	23.0		22.0		3.0		11.0	47.0	42.0	29.0	22.0	28.0	18.0	20.0	40.0	38.0		8.0		10.0	4.0	39.0		4.0	16.0	15.0	2.0	12.0	1.0		19.0	14.0	19.0	10.0	34.0	32.0		14.0		18.0			3.0	19.0	11.0		10.0		14.0	8.0	15.0		19.0	7.0	14.0	40.0	36.8	34.6	44.7	20.6	34.1	40.0	21.0	26.0	28.0	20.0		6.0	10.0	14.0	21.0	9.0	45.0	34.0	24.0	17.0			19.0	25.2	41.0	41.0			18.0	17.0	17.0	10.0	28.0	18.0	21.0	27.0	31.0	23.0	20.0		23.0	43.0	35.0	52.0	13.0	22.0	8.0	17.0	30.0	28.0	17.0
